"","time","eps_nAChR_unbound","eps_helicase_unbound"
"1",0,0,0
"2",1,0.027489527971892,0.016677094970609
"3",2,0.106100287462861,0.0664816618510799
"4",3,0.132058606917988,0.0836540595792192
"5",4,0.13098711870995,0.0829377837565539
"6",5,0.120084481382745,0.0756861832552664
"7",6,0.10660731229152,0.0668135109037978
"8",7,0.0936621750323716,0.0583846794456001
"9",8,0.0824308364230506,0.0511448675377847
"10",9,0.0731829701180205,0.0452339232110833
"11",10,0.0657831169728777,0.0405365175746409
"12",11,0.0599474788169022,0.0368521650434613
"13",12,0.0553678032037436,0.0339730880229985
"14",13,0.0517649240197306,0.031715657859573
"15",14,0.0489066289286475,0.0299294772931911
"16",15,0.0466087806567371,0.02849654406272
"17",16,0.0447295960622189,0.0273266822203053
"18",17,0.0431619588479586,0.0263521392894011
"19",18,0.0418259574990684,0.0255225769875807
"20",19,0.0406624790758306,0.024800873444498
"21",20,0.0396280439817762,0.0241597884528253
"22",21,0.0386907909166325,0.0235793967538774
"23",22,0.0378274265477321,0.0230451514379596
"24",23,0.0370209425068216,0.0225464417130498
"25",24,0.0362589237469154,0.0220755282057026
"26",25,0.0611280457338748,0.037596097835486
"27",26,0.134038247530119,0.0849791299818309
"28",27,0.157909110973573,0.10113342209312
"29",28,0.156402542899301,0.100104142730716
"30",29,0.145635692002092,0.0927866334284117
"31",30,0.132437099914933,0.0839072321437635
"32",31,0.119734081513711,0.0754542258811073
"33",32,0.108641764702209,0.0681464803758355
"34",33,0.0994163598231266,0.062120118307439
"35",34,0.0919326435223718,0.0572654103352274
"36",35,0.0859254838537993,0.0533903261554886
"37",36,0.0811063020612588,0.05029549384314
"38",37,0.0772134312240367,0.0478045191139431
"39",38,0.0740289848789888,0.0457727963880658
"40",39,0.0713800028453166,0.0440867671325344
"41",40,0.0691331606460075,0.0426595728281725
"42",41,0.0671876138893436,0.041425891042562
"43",42,0.0654680351261646,0.0403371383519033
"44",43,0.0639186262188346,0.0393574452644145
"45",44,0.0624982840404778,0.038460455410926
"46",45,0.0611768380370141,0.0376268597439677
"47",46,0.0599321884435644,0.0368425345556293
"48",47,0.0587481619570226,0.0360971537480446
"49",48,0.057612921079235,0.0353831636126405
"50",49,0.0810259490509885,0.0502439964284861
"51",50,0.150675379329121,0.0962034224666407
"52",51,0.173354292166908,0.111762369910862
"53",52,0.171611257609814,0.110555802700915
"54",53,0.160938452561776,0.103207065717043
"55",54,0.147915475727881,0.0943304593445609
"56",55,0.135365437901892,0.0858687258096556
"57",56,0.124364717471382,0.0785251328682542
"58",57,0.115161803109024,0.0724337210334578
"59",58,0.107637529699299,0.0674882241103937
"60",59,0.10153772984581,0.0635017680552981
"61",60,0.0965853727365816,0.0602800937721819
"62",61,0.0925290682923532,0.0576512059234219
"63",62,0.089159352744568,0.0554740228347752
"64",63,0.0863098478052571,0.0536376931356184
"65",64,0.083852220084201,0.0520573829017548
"66",65,0.0816893350962735,0.0506692561971927
"67",66,0.079748585129651,0.0494258063271846
"68",67,0.0779761460743204,0.0482919352432891
"69",68,0.076332336704669,0.0472418338499949
"70",69,0.07478800419142,0.0462565773553036
"71",70,0.0733217729185857,0.045322308557635
"72",71,0.0719179816167461,0.0444288832124993
"73",72,0.0705651521110522,0.0435688688085439
"74",73,0.0692548604870712,0.0427368089899473
"75",74,0.0679809088784657,0.0419286853832525
"76",75,0.0667387198420409,0.041141524989278
"77",76,0.0655248945406774,0.0403731143483892
"78",77,0.064336890967825,0.0396217917387123
"79",78,0.0631727898855674,0.0388862962605794
"80",79,0.062031124676449,0.0381656582889414
"81",80,0.0609107578239584,0.0374591200502467
"82",81,0.0598107911880562,0.0367660779984206
"83",82,0.0587305009323833,0.0360860410668387
"84",83,0.0576692902276648,0.0354186003539057
"85",84,0.0566266550816797,0.0347634072374474
"86",85,0.0556021594761308,0.0341201574602609
"87",86,0.0545954173892227,0.0334885796265266
"88",87,0.0536060796479563,0.0328684267905487
"89",88,0.052633824504745,0.0322594704248296
